experiment_id,parent_experiment,timestamp,hypothesis,feature_set,model,parameters,cv_strategy,seed,mean_accuracy,std_accuracy,minimum_fold,macro_f1,balanced_accuracy,train_score,overfit_gap,runtime,accepted,notes
EXP-001,None,2026-07-15 20:17:56,SVC RBF baseline,raw features,SVC RBF,"{C:10, gamma:scale}","RepeatedStratifiedKFold(5,2)",42,0.474844,0.015027,0.445312,0.472726,0.473160,0.999922,0.525078,26.41,Ya,Baseline SVC RBF
EXP-002,None,2026-07-15 20:18:07,RandomForest baseline,raw features,RandomForest,"{n_estimators:300, max_depth:12, min_samples_leaf:4}","RepeatedStratifiedKFold(5,2)",42,0.404687,0.022502,0.360938,0.371023,0.401690,0.978867,0.574180,11.42,Tidak,Baseline RF
EXP-006,EXP-005,2026-07-15 20:30:38,Engineered features significantly improve SVC RBF over raw features,full_engineered,SVC_RBF,"{'C': 10, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1, 'probability': True, 'random_state': 42, 'shrinking': True, 'tol': 0.001, 'verbose': False}","RepeatedStratifiedKFold(5,2)",42,0.515625,0.019307,0.482812,0.511377,0.510934,1.000000,0.487344,34.46,Ya,
EXP-007,EXP-006,2026-07-15 20:31:32,RandomForest should benefit from engineered features,full_engineered,RandomForest,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 14, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 3, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 400, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}","RepeatedStratifiedKFold(5,2)",42,0.477500,0.014909,0.442188,0.461445,0.469981,0.992617,0.520117,53.34,Tidak,
EXP-008,EXP-007,2026-07-15 20:33:38,XGBoost with engineered features,full_engineered,XGBoost,"{'objective': 'binary:logistic', 'base_score': None, 'booster': None, 'callbacks': None, 'colsample_bylevel': None, 'colsample_bynode': None, 'colsample_bytree': 0.8, 'device': None, 'early_stopping_rounds': None, 'enable_categorical': True, 'eval_metric': None, 'feature_types': None, 'feature_weights': None, 'gamma': None, 'grow_policy': None, 'importance_type': None, 'interaction_constraints': None, 'learning_rate': 0.05, 'max_bin': None, 'max_cat_threshold': None, 'max_cat_to_onehot': None, 'max_delta_step': None, 'max_depth': 6, 'max_leaves': None, 'min_child_weight': None, 'missing': nan, 'monotone_constraints': None, 'multi_strategy': None, 'n_estimators': 400, 'n_jobs': -1, 'num_parallel_tree': None, 'random_state': 42, 'reg_alpha': None, 'reg_lambda': None, 'sampling_method': None, 'scale_pos_weight': None, 'subsample': 0.8, 'tree_method': None, 'validate_parameters': None, 'verbosity': 0}","RepeatedStratifiedKFold(5,2)",42,0.505313,0.012038,0.481250,0.494933,0.504217,1.000000,0.493438,126.31,Tidak,
EXP-009,EXP-007,2026-07-15 20:34:27,LightGBM with engineered features,full_engineered,LightGBM,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.05, 'max_depth': 8, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 400, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 42, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 0.8, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}","RepeatedStratifiedKFold(5,2)",42,0.491563,0.017273,0.478125,0.483318,0.495161,1.000000,0.502656,48.52,Tidak,
EXP-005,EXP-006,2026-07-15 20:37:07,SVC on full_pca features,full_pca,SVC_full_pca,"{'C': 10, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_func","RepeatedStratifiedKFold(5,2)",42,0.516250,0.018118,0.487500,0.512209,0.514669,1.000000,0.483594,34.29,Marginal,improvement=0.0007
EXP-006,EXP-006,2026-07-15 20:37:52,SVC on full_advanced features,full_advanced,SVC_full_advanced,"{'C': 10, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_func","RepeatedStratifiedKFold(5,2)",42,0.523438,0.011884,0.500000,0.518972,0.517737,0.999961,0.480430,45.14,Ya,improvement=0.0078
EXP-005,EXP-006,2026-07-15 20:38:53,SVC on full_pca features,full_pca,SVC_full_pca,"{'C': 10, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_func","RepeatedStratifiedKFold(5,2)",42,0.516250,0.018118,0.487500,0.512209,0.514669,1.000000,0.483594,36.22,Marginal,improvement=0.0007
EXP-006,EXP-006,2026-07-15 20:39:39,SVC on full_advanced features,full_advanced,SVC_full_advanced,"{'C': 10, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_func","RepeatedStratifiedKFold(5,2)",42,0.523438,0.011884,0.500000,0.518972,0.517737,0.999961,0.480430,45.81,Ya,improvement=0.0078
EXP-007,EXP-006,2026-07-15 20:41:43,CatBoost with engineered features,full_eng,CatBoost_full_eng,"{'learning_rate': 0.05, 'random_seed': 42, 'verbose': 0, 'max_depth': 6, 'n_estimators': 400, 'early","RepeatedStratifiedKFold(5,2)",42,0.531563,0.015281,0.490625,0.521634,0.526479,0.936016,0.407266,124.16,Ya,improvement=0.0081
EXP-008,EXP-007,2026-07-15 20:45:10,CatBoost with engineered features,full_advanced,CatBoost_full_advanced,"{'learning_rate': 0.05, 'random_seed': 42, 'verbose': 0, 'max_depth': 6, 'n_estimators': 400, 'early","RepeatedStratifiedKFold(5,2)",42,0.540000,0.018348,0.504687,0.530007,0.541447,0.930273,0.386680,206.47,Ya,improvement=0.0084
EXP-009,EXP-008,2026-07-15 20:46:10,HistGB with engineered features,full_eng,HistGB_full_eng,"{'categorical_features': 'from_dtype', 'class_weight': None, 'early_stopping': 'auto', 'interaction_","RepeatedStratifiedKFold(5,2)",42,0.494375,0.012994,0.476562,0.486986,0.494471,1.000000,0.503438,60.55,Tidak,improvement=0.0000
EXP-010,EXP-008,2026-07-15 20:48:06,HistGB with engineered features,full_advanced,HistGB_full_advanced,"{'categorical_features': 'from_dtype', 'class_weight': None, 'early_stopping': 'auto', 'interaction_","RepeatedStratifiedKFold(5,2)",42,0.515000,0.017665,0.498437,0.508067,0.524038,1.000000,0.473906,115.81,Tidak,improvement=0.0000
EXP-011,EXP-008,2026-07-15 20:48:07,KNN k=7,full_advanced,KNN_7,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None,","RepeatedStratifiedKFold(5,2)",42,0.436875,0.016568,0.387500,0.435617,0.429109,1.000000,0.569375,0.82,Tidak,improvement=0.0000
EXP-012,EXP-008,2026-07-15 20:48:08,KNN k=15,full_advanced,KNN_15,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None,","RepeatedStratifiedKFold(5,2)",42,0.464687,0.015152,0.435937,0.459901,0.453786,1.000000,0.544375,0.93,Tidak,improvement=0.0000
EXP-013,EXP-008,2026-07-15 20:48:09,KNN k=31,full_advanced,KNN_31,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None,","RepeatedStratifiedKFold(5,2)",42,0.469687,0.013600,0.439063,0.462909,0.460185,1.000000,0.537813,1.10,Tidak,improvement=0.0000
EXP-014,EXP-008,2026-07-15 20:48:35,Ordinal cumulative model with advanced features,full_advanced,OrdinalCumulative,HGB 3x binary classifiers,"RepeatedStratifiedKFold(5,2)",42,0.545000,0.018786,0.525000,0.547628,0.543766,0.000000,0.000000,0.00,Ya,acc=0.5450
EXP-020,EXP-019,2026-07-15 20:54:18,CatBoost with more iterations,advanced,CatBoost600,"{n_estimators:600, max_depth:6, lr:0.03}","RSKF(5,2)",42,0.555000,0.014239,0.526563,0.545603,0.551695,0.930898,0.376992,224.33,Ya,
EXP-021,EXP-020,2026-07-15 20:59:25,SVC C=50 gamma=auto,advanced,SVC_C50,"{C:50, gamma:auto}","RSKF(5,2)",42,0.522188,0.020146,0.489063,0.519054,0.520824,1.000000,0.477500,52.52,Tidak,
EXP-022,EXP-020,2026-07-15 21:00:53,RandomForest stronger,advanced,RF600,"{n_estimators:600, max_depth:16}","RSKF(5,2)",42,0.481563,0.013408,0.450000,0.465586,0.476201,0.999883,0.521133,48.05,Tidak,
EXP-023,EXP-020,2026-07-15 21:01:29,Blend CatBoost+SVC,ensemble,Blend_CatBoost_SVC,,OOF-optimized,42,0.555000,0.000000,0.555000,0.000000,0.000000,0.000000,0.000000,0.00,Tidak,best_ blend_acc=0.5550
EXP-024,EXP-020,2026-07-15 21:01:29,Blend CatBoost+RF,ensemble,Blend_CatBoost_RF,,OOF-optimized,42,0.553750,0.000000,0.553750,0.000000,0.000000,0.000000,0.000000,0.00,Tidak,best_ blend_acc=0.5537
EXP-025,EXP-020,2026-07-15 21:01:29,Blend RF+SVC,ensemble,Blend_RF_SVC,,OOF-optimized,42,0.535000,0.000000,0.535000,0.000000,0.000000,0.000000,0.000000,0.00,Tidak,best_ blend_acc=0.5350
EXP-026,EXP-020,2026-07-15 21:01:29,3-way blend CatBoost+SVC+RF,ensemble,Blend_3way,"(np.float64(1.0), np.float64(0.0), np.float64(0.0))",OOF-optimized,42,0.555000,0.000000,0.555000,0.000000,0.000000,0.000000,0.000000,0.00,Tidak,3way blend=0.5550
EXP-027,EXP-020,2026-07-15 21:01:30,Stacking Stack_LR,stack_meta,Stack_LR,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 1000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.586875,0.018996,0.553125,0.582708,0.584277,0.590664,0.004727,0.37,Ya,
EXP-028,EXP-027,2026-07-15 21:01:30,Stacking Stack_Ridge,stack_meta,Stack_Ridge,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': 0.0, 'max_iter': 1000, 'n_jobs': None, 'pen","RSKF(5,2)",42,0.585000,0.018222,0.554688,0.580779,0.583186,0.589453,0.004609,0.33,Tidak,
EXP-BASE-SVC_C50,PHASE4,2026-07-15 21:07:47,Base model SVC_C50,mega_features,SVC_C50,"{'C': 50, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'auto', ","RSKF(5,2)",42,0.500313,0.017952,0.448437,0.497129,0.489926,1.000000,0.508281,58.78,Tidak,
EXP-BASE-SVC_C10,PHASE4,2026-07-15 21:08:48,Base model SVC_C10,mega_features,SVC_C10,"{'C': 10, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale',","RSKF(5,2)",42,0.500313,0.017881,0.450000,0.497245,0.490090,1.000000,0.508125,60.59,Tidak,
EXP-BASE-RF500,PHASE4,2026-07-15 21:09:33,Base model RF500,mega_features,RF500,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 14, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max","RSKF(5,2)",42,0.473438,0.012957,0.457813,0.459139,0.468149,0.999219,0.528594,44.71,Tidak,
EXP-BASE-ET500,PHASE4,2026-07-15 21:09:56,Base model ET500,mega_features,ET500,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'ma","RSKF(5,2)",42,0.472500,0.013643,0.446875,0.452609,0.469724,0.991484,0.518984,23.54,Tidak,
EXP-029,EXP-027,2026-07-15 21:29:37,SVC with top 15 MI features,MI_top_15,SVC_top15,"{C:50,gamma:auto}","RSKF(5,2)",42,0.420312,0.011513,0.396875,0.405558,0.417860,0.544766,0.124609,19.53,Tidak,top15_acc=0.4203
EXP-030,EXP-027,2026-07-15 21:29:57,SVC with top 20 MI features,MI_top_20,SVC_top20,"{C:50,gamma:auto}","RSKF(5,2)",42,0.459062,0.017486,0.428125,0.451628,0.457813,0.668789,0.208789,20.57,Tidak,top20_acc=0.4591
EXP-031,EXP-027,2026-07-15 21:30:21,SVC with top 25 MI features,MI_top_25,SVC_top25,"{C:50,gamma:auto}","RSKF(5,2)",42,0.451562,0.022124,0.417187,0.445248,0.447812,0.729609,0.279766,23.78,Tidak,top25_acc=0.4516
EXP-032,EXP-027,2026-07-15 21:30:49,SVC with top 30 MI features,MI_top_30,SVC_top30,"{C:50,gamma:auto}","RSKF(5,2)",42,0.441875,0.016492,0.406250,0.436968,0.435540,0.814805,0.377305,27.79,Tidak,top30_acc=0.4419
EXP-033,EXP-027,2026-07-15 21:31:20,SVC with top 40 MI features,MI_top_40,SVC_top40,"{C:50,gamma:auto}","RSKF(5,2)",42,0.411875,0.016469,0.387500,0.408464,0.412466,0.932461,0.518242,31.29,Tidak,top40_acc=0.4119
EXP-034,EXP-027,2026-07-15 21:31:54,SVC with top 60 MI features,MI_top_60,SVC_top60,"{C:50,gamma:auto}","RSKF(5,2)",42,0.419063,0.009089,0.393750,0.415917,0.413015,0.999766,0.585078,33.64,Tidak,top60_acc=0.4191
EXP-BASE-SVC_C50,PHASE4b,2026-07-15 21:32:27,Base SVC_C50 on MI30,MI30,SVC_C50,"{'C': 50, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'auto', ","RSKF(5,2)",42,0.441875,0.016492,0.406250,0.436968,0.435540,0.814805,0.377305,32.55,Tidak,base_acc=0.4419
